EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
545051,DALLAS CO.,SACHSE,10/06/2014,400,Hail,1.00, ,0,0,0,0,TX,CST-6, ,90720,C,113,FWD,0,0,Public, , , ,0,N,0,N,SACHSE,32.98,-96.57,32.98,-96.57,"Quarter sized hail was reported in Sasche, close to the Dallas/Collin County border.","An upper level disturbance dropped south-southeast from the Central Plains into north Texas, bringing scattered showers and thunderstorms to the region late Monday night into early Tuesday. Several reports of marginally severe hail were received near the Metroplex and areas southeast.",40
545052,DALLAS CO.,SACHSE,10/06/2014,405,Hail,0.75, ,0,0,0,0,TX,CST-6, ,90720,C,113,FWD,0,0,Public, , , ,0,N,0,N,SACHSE,32.98,-96.57,32.98,-96.57,"","An upper level disturbance dropped south-southeast from the Central Plains into north Texas, bringing scattered showers and thunderstorms to the region late Monday night into early Tuesday. Several reports of marginally severe hail were received near the Metroplex and areas southeast.",41
545053,DALLAS CO.,SACHSE,10/06/2014,405,Hail,1.00, ,0,0,0,0,TX,CST-6, ,90720,C,113,FWD,0,0,Fire Department/Rescue, , , ,2,NE,2,NE,SACHSE,32.9989,-96.5479,32.9989,-96.5479,"Quarter sized hail was reported in the southern portions of Wylie.","An upper level disturbance dropped south-southeast from the Central Plains into north Texas, bringing scattered showers and thunderstorms to the region late Monday night into early Tuesday. Several reports of marginally severe hail were received near the Metroplex and areas southeast.",42
545056,DALLAS CO.,ROWLETT,10/06/2014,444,Hail,1.00, ,0,0,0,0,TX,CST-6, ,90720,C,113,FWD,0,0,Public, , , ,0,N,0,N,ROWLETT,32.9,-96.57,32.9,-96.57,"Quarter sized hail was reported through social media in the city of Rowlett.","An upper level disturbance dropped south-southeast from the Central Plains into north Texas, bringing scattered showers and thunderstorms to the region late Monday night into early Tuesday. Several reports of marginally severe hail were received near the Metroplex and areas southeast.",43
545302,DALLAS CO.,SACHSE,10/13/2014,140,Thunderstorm Wind,50.00, ,0,0,5000,0,TX,CST-6,EG,90540,C,113,FWD,0,0,Other Federal Agency, , , ,0,N,0,N,SACHSE,32.98,-96.57,32.98,-96.57,"Damage to fences, trees, storage sheds and roofs was reported in Sachse, TX.","The combination of an upper trough and a cold front resulted in a squall line during the overnight hours Sunday night/early Monday morning, which produced sporadic wind damage across north Texas. Strong gradient winds on Monday behind the cold front also produced minor wind damage across the area.",44
545304,DALLAS CO.,MESQUITE,10/13/2014,150,Thunderstorm Wind,50.00, ,0,0,1000,0,TX,CST-6,EG,90540,C,113,FWD,0,0,Public, , , ,0,N,0,N,MESQUITE,32.77,-96.6,32.77,-96.6,"A public report was received of a portable outbuilding displaced around 30 feet, with numerous trees uprooted.","The combination of an upper trough and a cold front resulted in a squall line during the overnight hours Sunday night/early Monday morning, which produced sporadic wind damage across north Texas. Strong gradient winds on Monday behind the cold front also produced minor wind damage across the area.",45
547979,DALLAS (ZONE), ,11/01/2014,0,Drought, , ,0,0,0,2000,TX,CST-6, ,91441,Z,119,FWD,0,0,Drought Monitor, , , , , , , , , , , , ,"Dallas County spent all of November, 2014 with Exceptional/D4 conditions over the far western portions of the county, Extreme/D3 across central portions, and Severe/D2 across the eastern reaches of the county.","Precipitation was below normal for most locations across north Texas during the month of November, leading to a continuation of the persistent drought conditions across the region.",46
550861,DALLAS (ZONE), ,12/01/2014,0,Drought, , ,0,0,0,6000,TX,CST-6, ,91606,Z,119,FWD,0,0,Drought Monitor, , , , , , , , , , , , ,"According to the US Drought Monitor, the drought conditions in Dallas County ranged from D2/Severe in the southeast portions of the county to D4/Exceptional Drought in the far west portions of the county.","Drought conditions continued to worsen across the western and central counties of North Texas. Extreme and Exceptional Drought conditions persisted in these counties where less than 2 inches of rain had fallen for the month of December.",47
555289,DALLAS (ZONE), ,01/01/2015,0,Drought, , ,0,0,0,2000,TX,CST-6, ,92654,Z,119,FWD,0,0,Drought Monitor, , , , , , , , , , , , ,"Dallas County spent January, 2015 with Extreme/D3 conditions across the western three-quarters of the county and Severe/D2 across the eastern quarter of the county.","Severe or greater drought conditions continued to plague central and western portions of north Texas during January of 2015.",48
563944,DALLAS (ZONE), ,02/01/2015,0,Drought, , ,0,0,0,2000,TX,CST-6, ,93751,Z,119,FWD,0,0,Drought Monitor, , , , , , , , , , , , ,"The majority of Dallas County started the month under D3/Extreme drought conditions. By the second week, northwestern areas of the county worsened to D4/Exceptional drought. By the end of the month, all areas were under D3/Extreme drought conditions after multiple rounds of winter precipitation affected the area.","Drought conditions continued across North and Central Texas through the month of February, with thirty-two of the forty-six counties experiencing drought during the month. The drought became more intense by the second week of February for areas near and northeast of the DFW metroplex. However, multiple rounds of winter precipitation during the end of the month helped alleviate some of the drought for this area towards the end of the period.",49
563790,DALLAS (ZONE), ,02/22/2015,1830,Winter Storm, , ,0,0,25000,0,TX,CST-6, ,93159,Z,119,FWD,0,0,Newspaper, , , , , , , , , , , , ,"A combination of mostly ice and sleet created treacherous winter weather conditions in Dallas County. Most schools and government businesses closed for two days (the 23rd and 24th) due to the conditions. One round of light freezing rain and freezing drizzle occurred on the evening of the 22nd, followed by a second round of mainly sleet during the morning of the 23rd. Reports from the area were of sleet accumulations up to a quarter or third of an inch around the county. Hundreds of accidents were reported and responded to.","A winter weather event producing a mix of sleet, freezing rain, and freezing drizzle impacted mainly the northern half of North Texas. Two rounds of precipitation occurred with this event: the first round occurred on Sunday afternoon and evening (the 22nd) as a light mix of sleet and freezing rain with embedded pockets of moderate sleet. That evening, freezing drizzle resulted in additional light icing. Then a second round of precipitation occurred in the morning hours of the 23rd producing moderate to heavy bands of sleet accompanied by thunder at times. Less than a handful of counties measured sleet amounts between a half inch to 2 inches but the impacts to the region were enough to make travel very difficult on the icy roads and close schools and businesses for 2 straight days. Numerous accidents occurred but were mainly due to people sliding off the icy roads. Overall, many areas reported relatively minimal numbers of accidents due to people heeding the warnings and staying home during this period.",50
566623,DALLAS (ZONE), ,03/01/2015,0,Drought, , ,0,0,0,3000,TX,CST-6, ,92930,Z,119,FWD,0,0,Drought Monitor, , , , , , , , , , , , ,"Extreme/D3 conditions county-wide at the beginning of the month receded to only cover the western third of the county during the first week. Severe/D2 conditions covered the rest of the county, and conditions remained as such through the end of the month.","Drought conditions receded slightly from southeast to northwest, otherwise conditions remained similar to the first few months of 2015.",51
567276,DALLAS (ZONE), ,03/04/2015,1900,Sleet, , ,0,0,0,0,TX,CST-6, ,92934,Z,119,FWD,0,0,Trained Spotter, , , , , , , , , , , , ,"A trained spotter reported that a sleet/rain mix had begun in Dallas at 7 PM.","A potent winter storm produced several rounds of winter weather on the  4th and 5th of March. Up to 4 inches of snow were reported in some areas of north Texas, along with a batch of sleet and freezing rain before the snow.",52
567280,DALLAS (ZONE), ,03/04/2015,1900,Sleet, , ,0,0,0,0,TX,CST-6, ,92934,Z,119,FWD,0,0,Emergency Manager, , , , , , , , , , , , ,"Emergency Management reported that some overpasses were closed due to icy conditions in the Richardson, TX area.","A potent winter storm produced several rounds of winter weather on the  4th and 5th of March. Up to 4 inches of snow were reported in some areas of north Texas, along with a batch of sleet and freezing rain before the snow.",53
567299,DALLAS (ZONE), ,03/04/2015,2345,Heavy Snow, , ,0,0,0,0,TX,CST-6, ,92934,Z,119,FWD,0,0,Social Media, , , , , , , , , , , , ,"A social media report stated that 1 inch of snow was measured at KLRD Studios in Dallas, TX.","A potent winter storm produced several rounds of winter weather on the  4th and 5th of March. Up to 4 inches of snow were reported in some areas of north Texas, along with a batch of sleet and freezing rain before the snow.",54
567302,DALLAS (ZONE), ,03/04/2015,2355,Winter Weather, , ,0,0,0,0,TX,CST-6, ,92934,Z,119,FWD,0,0,Trained Spotter, , , , , , , , , , , , ,"One inch of snow was measured by a trained spotter in Mesquite, TX.","A potent winter storm produced several rounds of winter weather on the  4th and 5th of March. Up to 4 inches of snow were reported in some areas of north Texas, along with a batch of sleet and freezing rain before the snow.",55
567305,DALLAS (ZONE), ,03/05/2015,0,Heavy Snow, , ,0,0,0,0,TX,CST-6, ,92934,Z,119,FWD,0,0,Official NWS Observations, , , , , , , , , , , , ,"The official observer at DFW Airport measured 2.5 inches of snow.","A potent winter storm produced several rounds of winter weather on the  4th and 5th of March. Up to 4 inches of snow were reported in some areas of north Texas, along with a batch of sleet and freezing rain before the snow.",56
567306,DALLAS (ZONE), ,03/05/2015,1,Winter Weather, , ,0,0,0,0,TX,CST-6, ,92934,Z,119,FWD,0,0,Broadcast Media, , , , , , , , , , , , ,"A member of the broadcast media reported one inch of snow in downtown Dallas, TX.","A potent winter storm produced several rounds of winter weather on the  4th and 5th of March. Up to 4 inches of snow were reported in some areas of north Texas, along with a batch of sleet and freezing rain before the snow.",57
567307,DALLAS (ZONE), ,03/05/2015,1,Heavy Snow, , ,0,0,0,0,TX,CST-6, ,92934,Z,119,FWD,0,0,Social Media, , , , , , , , , , , , ,"A social media report stated that 2 inches of snow was measured near Valley Ranch in Irving, TX.","A potent winter storm produced several rounds of winter weather on the  4th and 5th of March. Up to 4 inches of snow were reported in some areas of north Texas, along with a batch of sleet and freezing rain before the snow.",58
567313,DALLAS (ZONE), ,03/05/2015,15,Winter Weather, , ,0,0,0,0,TX,CST-6, ,92934,Z,119,FWD,0,0,Trained Spotter, , , , , , , , , , , , ,"A trained spotter measured one inch of snow 5 miles northeast of Dallas, TX.","A potent winter storm produced several rounds of winter weather on the  4th and 5th of March. Up to 4 inches of snow were reported in some areas of north Texas, along with a batch of sleet and freezing rain before the snow.",59
567320,DALLAS (ZONE), ,03/05/2015,38,Heavy Snow, , ,0,0,0,0,TX,CST-6, ,92934,Z,119,FWD,0,0,Public, , , , , , , , , , , , ,"A public report stated that 3 inches of snow was measured in Richardson, TX.","A potent winter storm produced several rounds of winter weather on the  4th and 5th of March. Up to 4 inches of snow were reported in some areas of north Texas, along with a batch of sleet and freezing rain before the snow.",60
567792,DALLAS (ZONE), ,03/05/2015,49,Heavy Snow, , ,0,0,0,0,TX,CST-6, ,92934,Z,119,FWD,0,0,Trained Spotter, , , , , , , , , , , , ,"A trained spotter reported 3 inches of snow 7 miles north of Irving, TX.","A potent winter storm produced several rounds of winter weather on the  4th and 5th of March. Up to 4 inches of snow were reported in some areas of north Texas, along with a batch of sleet and freezing rain before the snow.",61
567794,DALLAS (ZONE), ,03/05/2015,56,Heavy Snow, , ,0,0,0,0,TX,CST-6, ,92934,Z,119,FWD,0,0,Social Media, , , , , , , , , , , , ,"A social media report stated that 2 inches of snow was measured at White Rock Lake.","A potent winter storm produced several rounds of winter weather on the  4th and 5th of March. Up to 4 inches of snow were reported in some areas of north Texas, along with a batch of sleet and freezing rain before the snow.",62
567796,DALLAS (ZONE), ,03/05/2015,57,Sleet, , ,0,0,0,0,TX,CST-6, ,92934,Z,119,FWD,0,0,Social Media, , , , , , , , , , , , ,"A social media report stated that half an inch of sleet was measured near White Rock Lake.","A potent winter storm produced several rounds of winter weather on the  4th and 5th of March. Up to 4 inches of snow were reported in some areas of north Texas, along with a batch of sleet and freezing rain before the snow.",63
567802,DALLAS (ZONE), ,03/05/2015,106,Heavy Snow, , ,0,0,0,0,TX,CST-6, ,92934,Z,119,FWD,0,0,Public, , , , , , , , , , , , ,"A public report stated that 4 inches of snow fell in Richardson, TX.","A potent winter storm produced several rounds of winter weather on the  4th and 5th of March. Up to 4 inches of snow were reported in some areas of north Texas, along with a batch of sleet and freezing rain before the snow.",64
567806,DALLAS (ZONE), ,03/05/2015,114,Heavy Snow, , ,0,0,0,0,TX,CST-6, ,92934,Z,119,FWD,0,0,Public, , , , , , , , , , , , ,"A public report stated that 6 inches of snow fell in far north Dallas.","A potent winter storm produced several rounds of winter weather on the  4th and 5th of March. Up to 4 inches of snow were reported in some areas of north Texas, along with a batch of sleet and freezing rain before the snow.",65
567809,DALLAS (ZONE), ,03/05/2015,131,Heavy Snow, , ,0,0,0,0,TX,CST-6, ,92934,Z,119,FWD,0,0,Public, , , , , , , , , , , , ,"A public report stated that 4 inches of snow fell in Grand Prairie, TX.","A potent winter storm produced several rounds of winter weather on the  4th and 5th of March. Up to 4 inches of snow were reported in some areas of north Texas, along with a batch of sleet and freezing rain before the snow.",66
567817,DALLAS (ZONE), ,03/05/2015,216,Heavy Snow, , ,0,0,0,0,TX,CST-6, ,92934,Z,119,FWD,0,0,Broadcast Media, , , , , , , , , , , , ,"A broadcast media report stated that 2.5 inches of snow fell on Olive Street outside of the American Airlines Center in Dallas, TX.","A potent winter storm produced several rounds of winter weather on the  4th and 5th of March. Up to 4 inches of snow were reported in some areas of north Texas, along with a batch of sleet and freezing rain before the snow.",67
567825,DALLAS (ZONE), ,03/05/2015,317,Heavy Snow, , ,0,0,0,0,TX,CST-6, ,92934,Z,119,FWD,0,0,Public, , , , , , , , , , , , ,"A public report stated that 4 inches of snow fell in Rowlett, TX.","A potent winter storm produced several rounds of winter weather on the  4th and 5th of March. Up to 4 inches of snow were reported in some areas of north Texas, along with a batch of sleet and freezing rain before the snow.",68
567826,DALLAS (ZONE), ,03/05/2015,317,Heavy Snow, , ,0,0,0,0,TX,CST-6, ,92934,Z,119,FWD,0,0,Trained Spotter, , , , , , , , , , , , ,"A trained spotter reported 2 inches of snow 3 miles northeast of University Park.","A potent winter storm produced several rounds of winter weather on the  4th and 5th of March. Up to 4 inches of snow were reported in some areas of north Texas, along with a batch of sleet and freezing rain before the snow.",69
567833,DALLAS (ZONE), ,03/05/2015,415,Heavy Snow, , ,0,0,0,0,TX,CST-6, ,92934,Z,119,FWD,0,0,Public, , , , , , , , , , , , ,"A public report stated that 3 inches of snow fell near the intersection of Jefferson Blvd and Westmoreland Ave in Dallas, TX.","A potent winter storm produced several rounds of winter weather on the  4th and 5th of March. Up to 4 inches of snow were reported in some areas of north Texas, along with a batch of sleet and freezing rain before the snow.",70
567836,DALLAS (ZONE), ,03/05/2015,427,Heavy Snow, , ,0,0,0,0,TX,CST-6, ,92934,Z,119,FWD,0,0,Public, , , , , , , , , , , , ,"A public report stated that 6.2 inches of snow fell in Irving, TX.","A potent winter storm produced several rounds of winter weather on the  4th and 5th of March. Up to 4 inches of snow were reported in some areas of north Texas, along with a batch of sleet and freezing rain before the snow.",71
567856,DALLAS (ZONE), ,03/05/2015,801,Heavy Snow, , ,0,0,0,0,TX,CST-6, ,92934,Z,119,FWD,0,0,Trained Spotter, , , , , , , , , , , , ,"A trained spotter reported 4.25 inches of snow in North Dallas.","A potent winter storm produced several rounds of winter weather on the  4th and 5th of March. Up to 4 inches of snow were reported in some areas of north Texas, along with a batch of sleet and freezing rain before the snow.",72
568168,DALLAS (ZONE), ,03/05/2015,1000,Heavy Snow, , ,0,0,0,0,TX,CST-6, ,92934,Z,119,FWD,0,0,Public, , , , , , , , , , , , ,"A public report stated that 4 inches of snow fell in Sachse, TX.","A potent winter storm produced several rounds of winter weather on the  4th and 5th of March. Up to 4 inches of snow were reported in some areas of north Texas, along with a batch of sleet and freezing rain before the snow.",73
572044,DALLAS (ZONE), ,04/01/2015,0,Drought, , ,0,0,0,1000,TX,CST-6, ,94988,Z,119,FWD,0,0,Drought Monitor, , , , , , , , , , , , ,"The western quarter of Dallas County started the month of April in D3/Extreme drought conditions, while the rest of the county experienced D2/Severe drought conditions. However, by late April, only D2/Severe drought conditions were present across the county, and by the end of the month, all drought had been removed due to multiple rounds of precipitation.","Drought conditions continued across portions of North and Central Texas through the month of April, with twenty-six of the forty-six counties experiencing drought during the month. However, multiple rounds of precipitation throughout April helped lessen the severity and extent of the drought across portions of the area.",74
570364,DALLAS CO.,CEDAR HILL,04/18/2015,1900,Thunderstorm Wind,52.00, ,0,0,10000,0,TX,CST-6,EG,93891,C,113,FWD,0,0,Amateur Radio, , , ,1,S,1,S,CEDAR HILL,32.57,-96.95,32.57,-96.95,"Sixty mph winds were estimated approximately 1 mile south of Cedar Hill.","Severe thunderstorms developed along and ahead of a dryline located just west of the CWA in the afternoon hours. These storms eventually merged into a line that continued marching east across most of the region. Winds up to 70-80 mph and hail up to golf ball size were reported with these storms, and a brief EF-0 tornado occurred in Hood County.",75
572852,DALLAS CO.,TRINITY MILLS,04/18/2015,1930,Lightning, , ,0,0,10000,0,TX,CST-6, ,93891,C,113,FWD,0,0,Newspaper, , , ,2,E,2,E,TRINITY MILLS,32.9736,-96.8716,32.9736,-96.8716,"A lightning strike started a house fire on Carmel Drive in Carrollton.","Severe thunderstorms developed along and ahead of a dryline located just west of the CWA in the afternoon hours. These storms eventually merged into a line that continued marching east across most of the region. Winds up to 70-80 mph and hail up to golf ball size were reported with these storms, and a brief EF-0 tornado occurred in Hood County.",76
577339,DALLAS CO.,MESQUITE,05/10/2015,1000,Hail,1.00, ,0,0,0,0,TX,CST-6, ,95504,C,113,FWD,0,0,Trained Spotter, , , ,1,N,1,N,MESQUITE,32.7906,-96.5979,32.7906,-96.5979,"A trained spotter reported quarter sized hail near Highway 80 and Collins Rd.","Widespread severe weather and flash flooding occurred in addition to the outbreak of tornadoes.",77
576787,DALLAS CO.,MESQUITE,05/10/2015,1003,Hail,1.00, ,0,0,0,0,TX,CST-6, ,94848,C,113,FWD,0,0,Trained Spotter, , , ,0,N,0,N,MESQUITE,32.77,-96.6,32.77,-96.6,"","An active Spring weather pattern led to numerous severe thunderstorms, many of which produced tornadoes, across north Texas during Mother's Day Weekend. The prolonged period of strong to severe storms was made possible by a slow-moving upper level low pressure system which moved east from the Rockies through the Southern Plains. Activity began on Friday and continued through Mother's Day evening.",78
576788,DALLAS CO.,ROWLETT,05/10/2015,1014,Hail,1.00, ,0,0,0,0,TX,CST-6, ,94848,C,113,FWD,0,0,Social Media, , , ,1,WSW,1,WSW,ROWLETT,32.89,-96.59,32.89,-96.59,"","An active Spring weather pattern led to numerous severe thunderstorms, many of which produced tornadoes, across north Texas during Mother's Day Weekend. The prolonged period of strong to severe storms was made possible by a slow-moving upper level low pressure system which moved east from the Rockies through the Southern Plains. Activity began on Friday and continued through Mother's Day evening.",79
577380,DALLAS CO.,ROSE HILL,05/10/2015,1014,Hail,1.00, ,0,0,0,0,TX,CST-6, ,95504,C,113,FWD,0,0,Social Media, , , ,4,ENE,4,ENE,ROSE HILL,32.8647,-96.5204,32.8647,-96.5204,"A social media report stated that quarter sized hail was received near Lake Ray Hubbard.","Widespread severe weather and flash flooding occurred in addition to the outbreak of tornadoes.",80
581311,DALLAS CO.,CEDAR HILL,05/17/2015,330,Flash Flood, , ,0,0,0,0,TX,CST-6, ,96130,C,113,FWD,0,0,Law Enforcement,Heavy Rain, , ,6,WSW,2,SE,DESOTO,32.547,-97.0385,32.5532,-96.8225,"Dallas Police Department reported widespread flooding from Grand Prairie North to Cockrell Hill and Irving, with numerous road closures in place.","Isolated thunderstorms produced localized flooding and a few reports of severe weather during the middle part of May, 2015.",81
578274,DALLAS CO.,FLORENCE HILL,05/24/2015,130,Thunderstorm Wind,43.00, ,0,0,1000,0,TX,CST-6,EG,94850,C,113,FWD,0,0,Emergency Manager, , , ,1,SW,1,SW,FLORENCE HILL,32.6582,-97.0155,32.6582,-97.0155,"Emergency management reported a tree down and structure damage to a car wash near the intersection of Polo Road and Robinson Road in Grand Prairie, TX.","For several days, a stalled cold front, combined with abundant moisture from the Gulf of Mexico combined to produce widespread rain and thunderstorms in Texas. Several rounds of strong to severe thunderstorms occurred during a four day period, producing flash flooding, and numerous reports of large hail. Tornadoes affected areas in central Texas, from near Lampasas to a deadly tornado in Milam County.",82
576066,DALLAS CO.,(DAL)LOVE FLD DALLAS,05/24/2015,134,Tornado, ,EF1,0,0,100000,0,TX,CST-6, ,94850,C,113,FWD,0,0,NWS Storm Survey, ,4.91,40,2,NNW,1,SW,CARROLLTON,32.8841,-96.8623,32.94,-96.9147,"A National Weather Service damage survey team found evidence of a fast moving tornado in the city of Dallas, Farmer's Branch, and Carrollton. The damage was relatively minor, with only a few trees blown down, but there were a seven buildings which suffered roof damage.","For several days, a stalled cold front, combined with abundant moisture from the Gulf of Mexico combined to produce widespread rain and thunderstorms in Texas. Several rounds of strong to severe thunderstorms occurred during a four day period, producing flash flooding, and numerous reports of large hail. Tornadoes affected areas in central Texas, from near Lampasas to a deadly tornado in Milam County.",83
576069,DALLAS CO.,GRIBBLE,05/24/2015,134,Tornado, ,EF1,0,0,600000,0,TX,CST-6, ,94850,C,113,FWD,0,0,NWS Storm Survey, ,1.13,80,2,W,3,WNW,GRIBBLE,32.8752,-96.9561,32.8895,-96.9655,"A National Weather Service damage survey team found evidence of a separate tornado in Dallas County, this time in the city of Irving. The tornado began just north of a golf course in the Los Colinas subdivision, just south of US 114. the tornado moved north and northwest, damaging several trees, two high rise buildings, and several carports. The tornado itself was doing damage for less than three minutes according to eyewitnesses.","For several days, a stalled cold front, combined with abundant moisture from the Gulf of Mexico combined to produce widespread rain and thunderstorms in Texas. Several rounds of strong to severe thunderstorms occurred during a four day period, producing flash flooding, and numerous reports of large hail. Tornadoes affected areas in central Texas, from near Lampasas to a deadly tornado in Milam County.",84
576779,DALLAS CO.,(DFW)DALLAS-FT WORTH,05/24/2015,144,Flood, , ,0,0,36000000,0,TX,CST-6, ,94850,C,113,FWD,0,0,Emergency Manager,Heavy Rain, , ,3,E,3,NW,GARLAND,32.8935,-96.9763,32.9513,-96.6632,"Flooding across Dallas County persisted from Sunday the 24th, until the early morning hours of Thursday, May 28th. In Dallas, Loop 12, underneath the Interstate 30 overpass was closed for several days thanks to flood waters. Other areas in the county sustained an extended period of flooding, from Duck Creek in Garland, to the Trinity River in Dallas, which submerged parts of several city streets for nearly a week.","For several days, a stalled cold front, combined with abundant moisture from the Gulf of Mexico combined to produce widespread rain and thunderstorms in Texas. Several rounds of strong to severe thunderstorms occurred during a four day period, producing flash flooding, and numerous reports of large hail. Tornadoes affected areas in central Texas, from near Lampasas to a deadly tornado in Milam County.",85
578289,DALLAS CO.,SOWERS,05/24/2015,218,Flash Flood, , ,0,0,0,0,TX,CST-6, ,94850,C,113,FWD,0,0,Public,Heavy Rain, , ,2,NNW,1,WNW,SOWERS,32.8459,-96.9973,32.8283,-96.9954,"A social media report indicated that cars were trapped in high water on North Belt Line Road in Irving, TX.","For several days, a stalled cold front, combined with abundant moisture from the Gulf of Mexico combined to produce widespread rain and thunderstorms in Texas. Several rounds of strong to severe thunderstorms occurred during a four day period, producing flash flooding, and numerous reports of large hail. Tornadoes affected areas in central Texas, from near Lampasas to a deadly tornado in Milam County.",86
578320,DALLAS CO.,FLORENCE HILL,05/24/2015,445,Flash Flood, , ,0,0,0,0,TX,CST-6, ,94850,C,113,FWD,0,0,Broadcast Media,Heavy Rain, , ,1,NW,1,W,FLORENCE HILL,32.6782,-97.0089,32.6719,-97.0143,"Broadcast media reported high water in both directions on Interstate 20 at Carrier Parkway in Grand Prairie, TX.","For several days, a stalled cold front, combined with abundant moisture from the Gulf of Mexico combined to produce widespread rain and thunderstorms in Texas. Several rounds of strong to severe thunderstorms occurred during a four day period, producing flash flooding, and numerous reports of large hail. Tornadoes affected areas in central Texas, from near Lampasas to a deadly tornado in Milam County.",87
578263,DALLAS CO.,DESOTO,05/24/2015,1500,Heavy Rain, , ,1,0,0,0,TX,CST-6, ,94850,C,113,FWD,0,0,Newspaper, , , ,0,SSW,0,SSW,DESOTO,32.5752,-96.852,32.5752,-96.852,"A DeSoto teenager and his dog were found dead Monday Morning in a storm drain. He was last seen Sunday afternoon.","For several days, a stalled cold front, combined with abundant moisture from the Gulf of Mexico combined to produce widespread rain and thunderstorms in Texas. Several rounds of strong to severe thunderstorms occurred during a four day period, producing flash flooding, and numerous reports of large hail. Tornadoes affected areas in central Texas, from near Lampasas to a deadly tornado in Milam County.",88
576821,DALLAS CO.,DUNCANVILLE,05/25/2015,1421,Thunderstorm Wind,52.00, ,0,0,0,0,TX,CST-6,EG,94850,C,113,FWD,0,0,Trained Spotter, , , ,3,W,3,W,DUNCANVILLE,32.65,-96.95,32.65,-96.95,"Trained spotters reported wind gusts to near 60 mph.","For several days, a stalled cold front, combined with abundant moisture from the Gulf of Mexico combined to produce widespread rain and thunderstorms in Texas. Several rounds of strong to severe thunderstorms occurred during a four day period, producing flash flooding, and numerous reports of large hail. Tornadoes affected areas in central Texas, from near Lampasas to a deadly tornado in Milam County.",89
579452,DALLAS CO.,GRAND PRAIRIE ARPT,05/26/2015,2005,Thunderstorm Wind,48.00, ,0,0,2000,0,TX,CST-6,EG,94850,C,113,FWD,0,0,Fire Department/Rescue, , , ,0,SE,0,SE,GRAND PRAIRIE ARPT,32.6972,-97.0462,32.6972,-97.0462,"Grand Prairie Fire Department reported that 4 hangers and a metal gate were damaged at Grand Prairie Municipal Airport.","For several days, a stalled cold front, combined with abundant moisture from the Gulf of Mexico combined to produce widespread rain and thunderstorms in Texas. Several rounds of strong to severe thunderstorms occurred during a four day period, producing flash flooding, and numerous reports of large hail. Tornadoes affected areas in central Texas, from near Lampasas to a deadly tornado in Milam County.",90
579462,DALLAS CO.,GRAND PRAIRIE ARPT,05/26/2015,2010,Flash Flood, , ,0,0,0,0,TX,CST-6, ,94850,C,113,FWD,0,0,Fire Department/Rescue,Heavy Rain, , ,2,SSW,2,SSW,GRAND PRAIRIE ARPT,32.671,-97.0645,32.6669,-97.0647,"The Grand Prairie Fire Department reported that approximately 2.5 feet of water covered the area near the intersection of Hwy 360 and Claremont Dr.","For several days, a stalled cold front, combined with abundant moisture from the Gulf of Mexico combined to produce widespread rain and thunderstorms in Texas. Several rounds of strong to severe thunderstorms occurred during a four day period, producing flash flooding, and numerous reports of large hail. Tornadoes affected areas in central Texas, from near Lampasas to a deadly tornado in Milam County.",91
579465,DALLAS CO.,LIGGETT,05/26/2015,2030,Flash Flood, , ,0,0,0,0,TX,CST-6, ,94850,C,113,FWD,0,0,Fire Department/Rescue,Heavy Rain, , ,2,SW,3,WSW,LIGGETT,32.8038,-97.0484,32.8091,-97.0776,"The Grand Prairie Fire Department reported that Hwy 360 was closed at Riverside, Carrier and Pioneer Dr due to high water.","For several days, a stalled cold front, combined with abundant moisture from the Gulf of Mexico combined to produce widespread rain and thunderstorms in Texas. Several rounds of strong to severe thunderstorms occurred during a four day period, producing flash flooding, and numerous reports of large hail. Tornadoes affected areas in central Texas, from near Lampasas to a deadly tornado in Milam County.",92
576817,DALLAS CO.,DUNCANVILLE,05/26/2015,2030,Thunderstorm Wind,50.00, ,0,0,0,0,TX,CST-6,EG,94850,C,113,FWD,0,0,Public, , , ,0,N,0,N,DUNCANVILLE,32.65,-96.9,32.65,-96.9,"A few reports of 60 mph winds were called into the National Weather Service office. Damage in Duncanville was limited to a few tree limbs.","For several days, a stalled cold front, combined with abundant moisture from the Gulf of Mexico combined to produce widespread rain and thunderstorms in Texas. Several rounds of strong to severe thunderstorms occurred during a four day period, producing flash flooding, and numerous reports of large hail. Tornadoes affected areas in central Texas, from near Lampasas to a deadly tornado in Milam County.",93
